"","Date mutation","Nature mutation","Valeur fonciere","No voie","B/T/Q","Type de voie","Code voie","Voie","Code postal","Commune","Prefixe de section","Section","No plan","Code type local","Type local","Surface reelle bati","Nombre pieces principales","Nature culture","Nature culture speciale","Surface terrain"
"3662","10/03/2020","Vente",45600000,4,NA,"RUE","0264","DU GYMNASE",38120,"SAINT-EGREVE",NA,"BS",256,2,"Appartement",135,6,"S",NA,993
"3663","31/01/2020","Vente",15500000,9,NA,"RUE","5955","RENE VULLIEZ",38100,"GRENOBLE",NA,"ER",342,2,"Appartement",58,3,NA,NA,NA
"3664","11/03/2020","Vente",11500000,4,NA,"RUE","0320","LIEUTENANT FIANCEY",38120,"SAINT-EGREVE",NA,"BS",333,2,"Appartement",64,4,NA,NA,NA
"3665","10/03/2020","Vente",13350000,6,NA,"RUE","0135","JEAN MOULIN",38950,"SAINT-MARTIN-LE-VINOUX",NA,"AY",227,2,"Appartement",66,4,NA,NA,NA
"3666","10/03/2020","Vente",34500000,78,NA,"CHE","0030","DU CANET",38950,"SAINT-MARTIN-LE-VINOUX",NA,"AT",12,2,"Appartement",74,3,NA,NA,NA
"3667","10/03/2020","Vente",6470000,10,NA,"AV","1380","FRANCOIS MITTERRAND",38500,"VOIRON",NA,"AW",152,2,"Appartement",47,2,NA,NA,NA
"3668","12/03/2020","Vente",4.8e+07,45,NA,"IMP","0593","DES SAULES",38920,"CROLLES",NA,"AM",98,1,"Maison",104,5,"S",NA,612
"3669","18/02/2020","Vente",21140000,3,NA,"RLE","0028","DE LA BANU",38580,"LE MOUTARET",NA,"AB",82,1,"Maison",100,4,"S",NA,117
"3670","20/02/2020","Vente",26500000,61,NA,"PL","0261","DE SAINT SAUVEUR",38220,"NOTRE-DAME-DE-MESAGE",NA,"A",1480,1,"Maison",110,4,"S",NA,1134
"3671","28/02/2020","Vente",9e+07,29,NA,"AV","0270","DE L ILE BRUNE",38120,"SAINT-EGREVE",NA,"BN",12,4,"Local industriel. commercial ou assimil<e9>",400,0,"S",NA,2460
"3672","28/02/2020","Vente",4.7e+07,436,NA,"AV","0900","HENRY DUHAMEL",38410,"CHAMROUSSE",NA,"BA",41,2,"Appartement",36,2,NA,NA,NA
"3673","28/02/2020","Vente",4.7e+07,436,NA,"AV","0900","HENRY DUHAMEL",38410,"CHAMROUSSE",NA,"BA",41,2,"Appartement",37,3,NA,NA,NA
"3674","28/02/2020","Vente",4.7e+07,436,NA,"AV","0900","HENRY DUHAMEL",38410,"CHAMROUSSE",NA,"BA",41,2,"Appartement",58,3,NA,NA,NA
"3675","28/02/2020","Vente",4.7e+07,436,NA,"AV","0900","HENRY DUHAMEL",38410,"CHAMROUSSE",NA,"BA",41,2,"Appartement",40,3,NA,NA,NA
"3676","28/02/2020","Vente",4.7e+07,436,NA,"AV","0900","HENRY DUHAMEL",38410,"CHAMROUSSE",NA,"BA",41,2,"Appartement",52,3,NA,NA,NA
"3677","28/02/2020","Vente",4.7e+07,436,NA,"AV","0900","HENRY DUHAMEL",38410,"CHAMROUSSE",NA,"BA",41,2,"Appartement",43,2,NA,NA,NA
"3678","28/02/2020","Vente",4.7e+07,436,NA,"AV","0900","HENRY DUHAMEL",38410,"CHAMROUSSE",NA,"BA",41,2,"Appartement",24,2,NA,NA,NA
"3679","28/02/2020","Vente",4.7e+07,436,NA,"AV","0900","HENRY DUHAMEL",38410,"CHAMROUSSE",NA,"BA",41,2,"Appartement",56,3,NA,NA,NA
"3680","28/02/2020","Vente",13500000,25,NA,"RUE","5800","DE LA POSTE",38000,"GRENOBLE",NA,"BR",52,2,"Appartement",75,2,NA,NA,NA
"3681","05/03/2020","Vente",2e+06,81,NA,"AV","0470","DU 14 JUILLET 1789",38420,"LE VERSOUD",NA,"AK",45,2,"Appartement",80,4,NA,NA,NA
"3682","12/03/2020","Vente",21500000,1,NA,"RUE","6840","VICAT",38000,"GRENOBLE",NA,"BS",23,2,"Appartement",68,3,NA,NA,NA
"3683","09/03/2020","Vente",16700000,4,NA,"RUE","0234","ROSA LEE PARKS",38950,"SAINT-MARTIN-LE-VINOUX",NA,"AX",371,2,"Appartement",66,3,NA,NA,NA
"3684","25/02/2020","Vente",12500000,96,NA,"AV","0815","JEAN JAURES",38500,"VOIRON",NA,"AN",279,2,"Appartement",48,2,NA,NA,NA
"3685","12/03/2020","Vente",30390000,11,NA,"RUE","0291","JEAN AMIGONI",38120,"SAINT-EGREVE",NA,"BT",87,1,"Maison",89,5,"S",NA,186
"3686","13/03/2020","Vente",7e+06,4,NA,"RUE","0220","PIERRE SEMARD",38950,"SAINT-MARTIN-LE-VINOUX",NA,"AX",337,2,"Appartement",57,3,NA,NA,NA
"3687","13/03/2020","Vente",2.7e+07,10,NA,"ALL","0255","DES GLAIEULS",38120,"SAINT-EGREVE",NA,"BR",237,1,"Maison",76,5,"S",NA,503
"3688","13/03/2020","Vente",9400000,32,NA,"AV","0430","DUGUEYT JOUVIN",38500,"VOIRON",NA,"AL",823,2,"Appartement",85,4,NA,NA,NA
"3689","16/03/2020","Vente",37100000,16,NA,"RUE","0120","DE CHAMPAVIOTTE",38120,"SAINT-EGREVE",NA,"AY",346,1,"Maison",108,5,"S",NA,290
"3690","13/03/2020","Vente",7500000,5008,NA,"RUE","0300","DU MOULIN",38120,"FONTANIL-CORNILLON",NA,"AE",138,1,"Maison",70,3,"S",NA,55
"3691","12/03/2020","Vente",5250000,1476,NA,"RTE","1100","DE BACHAT BOULOUD",38410,"CHAMROUSSE",NA,"BB",33,4,"Local industriel. commercial ou assimil<e9>",34,0,NA,NA,NA
"3692","16/03/2020","Vente",44874000,37,NA,"RUE","0627","DES VERGERS",38920,"CROLLES",NA,"AO",17,1,"Maison",108,4,"S",NA,541
"3693","16/03/2020","Vente",19105000,531,NA,"RUE","0049","DU CHAMPET",38660,"LE TOUVET",NA,"AC",238,2,"Appartement",62,3,NA,NA,NA
"3694","17/03/2020","Vente",21750000,14,NA,"IMP","0005","DES ACCACIAS",38190,"VILLARD-BONNOT",NA,"AC",300,1,"Maison",60,3,NA,NA,NA
"3695","03/03/2020","Vente",7e+06,515,NA,"RTE","0173","DE PALLACHERE",38340,"LA SURE EN CHARTREUSE",312,"C",118,2,"Appartement",60,2,NA,NA,NA
"3696","16/03/2020","Vente",48400000,33,NA,"RUE","0197","DE LA PASSERELLE",38660,"LA TERRASSE",NA,"AA",30,1,"Maison",110,7,"S",NA,1499
"3697","04/03/2020","Vente",9100000,27,NA,"ALL","0100","DE LA CROIX DU BERCHE",38530,"CHAPAREILLAN",NA,"AH",84,1,"Maison",70,1,"S",NA,332
"3698","16/03/2020","Vente",2400000,5286,NA,NA,"B142","MONTAGNE DU PLEYNET",38580,"LE HAUT-BREDA",NA,"AH",37,2,"Appartement",14,1,NA,NA,NA
"3699","16/03/2020","Vente",9500000,27,NA,"RUE","0200","DU DRAC",38120,"SAINT-EGREVE",NA,"BR",185,2,"Appartement",64,4,NA,NA,NA
"3700","26/02/2020","Vente",9600000,14,"T","AV","3880","JEAN PERROT",38100,"GRENOBLE",NA,"DH",171,2,"Appartement",36,2,NA,NA,NA
"3701","11/03/2020","Vente",26500000,153,NA,"RTE","1570","DE LA ROSETTE",38380,"ENTRE-DEUX-GUIERS",NA,"AH",177,1,"Maison",128,6,"S",NA,67
"3702","28/02/2020","Vente",8250000,29,NA,"ALL","2342","DES DEUX MONDES",38100,"GRENOBLE",NA,"ER",302,2,"Appartement",40,2,NA,NA,NA
"3703","27/02/2020","Vente",4300000,2,NA,"RUE","0197","DU 19 MARS 1962",38120,"SAINT-EGREVE",NA,"BT",27,4,"Local industriel. commercial ou assimil<e9>",17,0,NA,NA,NA
"3704","11/03/2020","Vente",16950000,24,NA,"RUE","0074","CHANCELIERE",38120,"FONTANIL-CORNILLON",NA,"AK",246,2,"Appartement",58,2,NA,NA,NA
"3705","09/03/2020","Vente",3.6e+07,44,NA,"RUE","0560","DE SAINT NIZIER",38120,"SAINT-EGREVE",NA,"BM",374,1,"Maison",90,4,"S",NA,410
"3706","09/03/2020","Vente",47600000,408,NA,"MTE","0046","DU CHAMP DE LA VIGNE",38420,"MURIANETTE",NA,"AD",60,1,"Maison",176,9,"S",NA,1825
"3707","26/02/2020","Vente",24500000,54,NA,"AV","3880","JEAN PERROT",38100,"GRENOBLE",NA,"DO",104,2,"Appartement",113,5,NA,NA,NA
"3708","04/03/2020","Vente",1.1e+07,8,NA,"RUE","5770","PONSARD",38100,"GRENOBLE",NA,"DR",19,2,"Appartement",63,4,NA,NA,NA
"3709","04/03/2020","Vente",31280000,15,NA,"CHE","0180","DU FOULET",38800,"CHAMPAGNIER",NA,"B",1637,1,"Maison",54,2,"S",NA,525
"3710","28/02/2020","Vente",24900000,NA,NA,"RTE","0100","DU LAC",38220,"LAFFREY",NA,"C",1042,1,"Maison",92,4,"S",NA,606
"3711","28/02/2020","Vente",23100000,6,NA,"RUE","0231","LA GRANDE VIGNE",38220,"VIZILLE",NA,"AB",396,1,"Maison",85,4,"S",NA,315
"3712","03/03/2020","Vente",17800000,103,NA,"CHE","0324","DU MANIGUET",38220,"VIZILLE",NA,"AI",117,2,"Appartement",69,3,NA,NA,NA
"3713","04/03/2020","Vente",6800000,147,NA,"RUE","0160","DU DOCTEUR BONNARDON",38220,"VIZILLE",NA,"AM",59,2,"Appartement",41,1,NA,NA,NA
"3714","25/02/2020","Vente",22500000,6,NA,"ALL","0356","DE LA MINE",38190,"VILLARD-BONNOT",NA,"AB",795,1,"Maison",138,5,"S",NA,310
"3715","02/03/2020","Vente",3500000,76,NA,"AV","1895","DE CONSTANTINE",38100,"GRENOBLE",NA,"ET",96,2,"Appartement",52,2,NA,NA,NA
"3716","03/03/2020","Vente",21680000,37,NA,NA,"B100","LA DIAT",38380,"SAINT-PIERRE-DE-CHARTREUSE",NA,"AE",232,4,"Local industriel. commercial ou assimil<e9>",240,0,"S",NA,158
"3717","03/03/2020","Vente",21680000,37,NA,NA,"B100","LA DIAT",38380,"SAINT-PIERRE-DE-CHARTREUSE",NA,"AE",232,2,"Appartement",36,3,"S",NA,158
"3718","03/03/2020","Vente",21680000,37,NA,NA,"B100","LA DIAT",38380,"SAINT-PIERRE-DE-CHARTREUSE",NA,"AE",232,2,"Appartement",45,5,"S",NA,158
"3719","03/03/2020","Vente",21680000,37,NA,NA,"B100","LA DIAT",38380,"SAINT-PIERRE-DE-CHARTREUSE",NA,"AE",484,1,"Maison",80,3,"S",NA,138
"3720","03/03/2020","Vente",7e+06,309,NA,"CHE","0310","DES CASCADES",38190,"SAINTE-AGNES",NA,"C",276,1,"Maison",30,1,"S",NA,1490
"3721","03/03/2020","Vente",31390000,11,NA,"LOT","A044","LA RIVERATE I",38420,"LE VERSOUD",NA,"AK",253,1,"Maison",98,4,"S",NA,655
"3722","03/03/2020","Vente",30470000,23,NA,"LOT","A001","LES DEYMES",38420,"LE VERSOUD",NA,"AK",321,1,"Maison",100,5,"S",NA,364
"3723","13/03/2020","Vente",5500000,35,NA,"ALL","2342","DES DEUX MONDES",38100,"GRENOBLE",NA,"ER",310,2,"Appartement",37,1,NA,NA,NA
"3724","19/03/2020","Vente",10700000,49,NA,"ALL","6075","DES ROMANTIQUES",38100,"GRENOBLE",NA,"ER",213,2,"Appartement",62,3,NA,NA,NA
"3725","11/03/2020","Vente",9250000,5036,NA,NA,"B003","LE CRAY",38220,"MONTCHABOUD",NA,"AB",85,1,"Maison",123,7,NA,NA,NA
"3726","28/02/2020","Vente",27900000,7,NA,"CHE","0100","CLOS D HERVAY",38380,"SAINT-CHRISTOPHE-SUR-GUIER",NA,"AC",304,1,"Maison",165,7,"S",NA,1513
"3727","27/02/2020","Vente",2.5e+07,10,NA,"AV","0050","ARISTIDE BERGES",38190,"VILLARD-BONNOT",NA,"AN",227,2,"Appartement",88,4,"S",NA,339
"3728","27/02/2020","Vente",2.5e+07,10,NA,"AV","0050","ARISTIDE BERGES",38190,"VILLARD-BONNOT",NA,"AN",227,2,"Appartement",43,2,"S",NA,339
"3729","27/02/2020","Vente",2.5e+07,10,NA,"AV","0050","ARISTIDE BERGES",38190,"VILLARD-BONNOT",NA,"AN",227,2,"Appartement",43,2,"S",NA,339
"3730","27/02/2020","Vente",2.5e+07,10,NA,"AV","0050","ARISTIDE BERGES",38190,"VILLARD-BONNOT",NA,"AN",227,4,"Local industriel. commercial ou assimil<e9>",53,0,"S",NA,339
"3731","27/02/2020","Vente",2.5e+07,10,NA,"AV","0050","ARISTIDE BERGES",38190,"VILLARD-BONNOT",NA,"AN",227,4,"Local industriel. commercial ou assimil<e9>",46,0,"S",NA,339
"3732","28/02/2020","Vente",25700000,7,NA,"RUE","0107","JOLIOT CURIE",38190,"FROGES",NA,"AB",1171,2,"Appartement",70,3,NA,NA,NA
"3733","13/03/2020","Vente",6805000,48,NA,"AV","4130","LA BRUYERE",38100,"GRENOBLE",NA,"EK",250,2,"Appartement",41,1,NA,NA,NA
"3734","06/03/2020","Vente",3e+07,25,NA,"IMP","0180","DES FEUILLANTINES",38410,"SAINT-MARTIN-D'URIAGE",NA,"AM",24,2,"Appartement",105,4,NA,NA,NA
"3735","13/03/2020","Vente",4e+06,141,NA,"RUE","6430","DE STALINGRAD",38100,"GRENOBLE",NA,"EP",47,2,"Appartement",47,3,NA,NA,NA
"3736","13/03/2020","Vente",5.2e+07,37,NA,"RUE","5860","PROSPER MERIMEE",38100,"GRENOBLE",NA,"EL",40,4,"Local industriel. commercial ou assimil<e9>",660,0,"S",NA,878
"3737","20/03/2020","Vente",13500000,12,NA,"RUE","0205","DES ECHELLES",38120,"SAINT-EGREVE",NA,"BR",316,2,"Appartement",72,4,NA,NA,NA
"3738","27/03/2020","Vente",34540000,769,NA,NA,"0350","ROUTE NATIONALE 90",38660,"LUMBIN",NA,"AE",55,1,"Maison",126,5,"S",NA,314
"3739","12/03/2020","Vente",23768000,9281,NA,NA,"B100","LA DIAT",38380,"SAINT-PIERRE-DE-CHARTREUSE",NA,"AE",638,4,"Local industriel. commercial ou assimil<e9>",160,0,"S",NA,168
"3740","12/03/2020","Vente",8e+06,15,NA,"AV","0430","DUGUEYT JOUVIN",38500,"VOIRON",NA,"AL",506,2,"Appartement",43,2,NA,NA,NA
"3741","04/03/2020","Vente",2.6e+07,145,NA,"MTE","0097","DU CHAMPBORD",38220,"NOTRE-DAME-DE-MESAGE",NA,"B",943,1,"Maison",100,5,"S",NA,372
"3742","11/03/2020","Vente",16500000,8,NA,"RUE","0021","DES ARTISANS",38560,"CHAMP-SUR-DRAC",NA,"AP",37,4,"Local industriel. commercial ou assimil<e9>",207,0,"S",NA,1000
"3743","25/02/2020","Vente",7.8e+07,1,NA,"RUE","0560","JEAN JAURES",38420,"DOMENE",NA,"E",375,2,"Appartement",66,3,"S",NA,165
"3744","25/02/2020","Vente",7.8e+07,1,NA,"RUE","0560","JEAN JAURES",38420,"DOMENE",NA,"E",375,4,"Local industriel. commercial ou assimil<e9>",55,0,"S",NA,165
"3745","25/02/2020","Vente",7.8e+07,1,NA,"RUE","0560","JEAN JAURES",38420,"DOMENE",NA,"E",375,2,"Appartement",62,2,"S",NA,165
"3746","25/02/2020","Vente",7.8e+07,1,NA,"RUE","0560","JEAN JAURES",38420,"DOMENE",NA,"E",375,2,"Appartement",58,2,"S",NA,165
"3747","25/02/2020","Vente",7.8e+07,1,NA,"RUE","0560","JEAN JAURES",38420,"DOMENE",NA,"E",375,2,"Appartement",59,2,"S",NA,165
"3748","25/02/2020","Vente",7.8e+07,1,NA,"RUE","0560","JEAN JAURES",38420,"DOMENE",NA,"E",375,2,"Appartement",30,2,"S",NA,165
"3749","25/02/2020","Vente",7.8e+07,1,NA,"RUE","0560","JEAN JAURES",38420,"DOMENE",NA,"E",375,2,"Appartement",66,3,"S",NA,165
"3750","25/02/2020","Vente",7.8e+07,1,NA,"RUE","0560","JEAN JAURES",38420,"DOMENE",NA,"E",375,2,"Appartement",67,3,"S",NA,165
"3751","13/03/2020","Vente",27378500,723,NA,"RTE","0058","DU GRAND ROCHER",38960,"SAINT-ETIENNE-DE-CROSSEY",NA,"E",332,1,"Maison",110,6,"S",NA,305
"3752","13/03/2020","Vente",27200000,1280,NA,"RTE","0482","D URIAGE",38410,"SAINT-MARTIN-D'URIAGE",NA,"AB",115,2,"Appartement",100,3,NA,NA,NA
"3753","02/03/2020","Vente",23500000,9001,NA,"RUE","1045","DE LA MEIJE",38500,"VOIRON",NA,"AH",1014,1,"Maison",84,4,"S",NA,793
"3754","09/03/2020","Vente",19900000,13,NA,"ALL","0005","DES ARCHES",38450,"SAINT-GEORGES-DE-COMMIERS",NA,"A",2223,2,"Appartement",68,3,NA,NA,NA
"3755","12/03/2020","Vente",18280000,43,NA,"RUE","0190","DU BELVEDERE",38500,"VOIRON",NA,"AM",481,2,"Appartement",95,5,NA,NA,NA
"3756","10/03/2020","Vente",13620000,280,"D","ALL","0584","JEAN PAIN",38340,"VOREPPE",NA,"AV",288,2,"Appartement",54,2,NA,NA,NA
"3757","11/03/2020","Vente",30250000,7,NA,"RUE","0081","DE L AUNE",38500,"VOIRON",NA,"AE",822,1,"Maison",108,5,"AG",NA,1043
"3758","11/03/2020","Vente",30250000,7,NA,"RUE","0081","DE L AUNE",38500,"VOIRON",NA,"AE",822,1,"Maison",108,5,"S",NA,500
"3759","10/03/2020","Vente",1.9e+07,62,NA,"BD","0550","FRANKLIN ROOSEVELT",38500,"VOIRON",NA,"AW",214,2,"Appartement",68,3,NA,NA,NA
"3760","10/03/2020","Vente",40156312,40,NA,"CHE","0004","DU BRET",38500,"COUBLEVIE",NA,"AH",790,1,"Maison",152,5,"S",NA,527
"3761","24/02/2020","Vente",1e+07,5053,NA,NA,"B049","FOND COUVERT",38570,"GONCELIN",NA,"AC",258,1,"Maison",28,1,"S",NA,460
"3762","23/03/2020","Vente",31800000,70,NA,"ALL","0334","DE LA CHEMINEE MORIN",38340,"VOREPPE",NA,"AP",730,1,"Maison",124,5,NA,NA,NA
"3763","19/03/2020","Vente",8900000,5,NA,"ALL","5598","DE LA PELOUSE",38100,"GRENOBLE",NA,"ET",2,2,"Appartement",82,4,NA,NA,NA
"3764","16/03/2020","Vente",1.5e+07,308,NA,"RTE","0230","DE CHARTREUSE",38850,"CHIRENS",NA,"AE",451,4,"Local industriel. commercial ou assimil<e9>",860,0,"S",NA,1139
"3765","18/03/2020","Vente",15500000,12,NA,"PL","5520","PAUL MISTRAL",38000,"GRENOBLE",NA,"CS",28,2,"Appartement",80,3,NA,NA,NA
"3766","13/03/2020","Vente",34950000,16,NA,"GR","0160","GRANDE RUE",38120,"FONTANIL-CORNILLON",NA,"AE",107,1,"Maison",87,4,"S",NA,1868
"3767","18/03/2020","Vente",31280000,5406,NA,NA,"B018","LE FOULLET",38800,"CHAMPAGNIER",NA,"B",1639,1,"Maison",54,2,"S",NA,768
"3768","17/03/2020","Vente",50285000,407,NA,"AV","0305","DU GOLF",38410,"VAULNAVEYS-LE-HAUT",NA,"AL",282,2,"Appartement",165,6,NA,NA,NA
"3769","16/03/2020","Vente",5500000,310,NA,"AV","1420","DU PERE TASSE",38410,"CHAMROUSSE",NA,"BB",71,2,"Appartement",30,1,NA,NA,NA
"3770","16/03/2020","Vente",4e+06,3,NA,"AV","4630","MALHERBE",38100,"GRENOBLE",NA,"EK",133,2,"Appartement",52,3,NA,NA,NA
"3771","20/03/2020","Vente",45242000,248,NA,"CHE","0030","DES BARGEONNIERS",38410,"VAULNAVEYS-LE-HAUT",NA,"A",533,1,"Maison",108,4,"S",NA,555
"3772","20/03/2020","Vente",45242000,248,NA,"CHE","0030","DES BARGEONNIERS",38410,"VAULNAVEYS-LE-HAUT",NA,"A",533,1,"Maison",108,4,"J",NA,1167
"3773","01/04/2020","Vente",19410000,2,NA,"RUE","0180","MARIUS CHARLES",38420,"DOMENE",NA,"E",1047,2,"Appartement",72,4,NA,NA,NA
"3774","06/03/2020","Vente",7e+06,111,NA,"AV","4130","LA BRUYERE",38100,"GRENOBLE",NA,"ER",225,2,"Appartement",48,2,NA,NA,NA
"3775","13/03/2020","Vente",7600000,709,NA,"RTE","0212","DE GIERES",38410,"SAINT-MARTIN-D'URIAGE",NA,"A",759,2,"Appartement",36,2,NA,NA,NA
"3776","26/03/2020","Vente",1.6e+07,181,NA,"AV","0540","DE LA RESISTANCE",38920,"CROLLES",NA,"AH",445,1,"Maison",95,5,"S",NA,262
"3777","19/03/2020","Vente",11550000,2,NA,"RUE","5010","MILLET",38000,"GRENOBLE",NA,"BR",62,2,"Appartement",33,2,NA,NA,NA
"3778","19/03/2020","Vente",11550000,2,NA,"RUE","5010","MILLET",38000,"GRENOBLE",NA,"BR",62,2,"Appartement",15,0,NA,NA,NA
"3779","27/03/2020","Vente",26973000,10,NA,"ALL","0005","DES ACACIAS",38120,"SAINT-EGREVE",NA,"BR",197,1,"Maison",69,4,"S",NA,413
"3780","27/03/2020","Vente",23122000,5393,NA,NA,"B077","MONTGAREN",38580,"LA CHAPELLE-DU-BARD",NA,"B",1262,1,"Maison",140,5,"S",NA,1673
"3781","11/03/2020","Vente",6500000,166,NA,"RUE","0270","JEAN JAURES",38220,"VIZILLE",NA,"AN",551,1,"Maison",50,2,"S",NA,72
"3782","11/03/2020","Vente",8950000,36,NA,"RUE","0320","MALPERTUIS",38220,"VIZILLE",NA,"AN",265,2,"Appartement",54,3,NA,NA,NA
"3783","19/03/2020","Vente",41500000,80,NA,"CHE","0135","DES VIGNES",38320,"BRIE-ET-ANGONNES",NA,"AC",97,1,"Maison",107,4,"S",NA,1183
"3784","04/03/2020","Vente",31100000,144,NA,"CHE","0130","DE LA FELISOTTE",38190,"SAINTE-AGNES",NA,"B",496,1,"Maison",92,5,"J",NA,1060
"3785","04/03/2020","Vente",31100000,144,NA,"CHE","0130","DE LA FELISOTTE",38190,"SAINTE-AGNES",NA,"B",496,1,"Maison",92,5,"S",NA,635
"3786","16/03/2020","Vente",22350000,124,NA,"AV","0110","GENERAL LECLERC",38950,"SAINT-MARTIN-LE-VINOUX",NA,"AY",526,2,"Appartement",79,3,NA,NA,NA
"3787","02/04/2020","Vente",20700000,85,NA,"ALL","0182","DE LA REINE",38570,"TENCIN",NA,"C",851,2,"Appartement",65,3,NA,NA,NA
"3788","03/04/2020","Vente",32690000,39,"B","RUE","0040","DES ALPES",38420,"DOMENE",NA,"D",1042,1,"Maison",100,5,"S",NA,290
"3789","24/02/2020","Vente",27250000,27,NA,NA,"B010","LE COUT",38560,"CHAMP-SUR-DRAC",NA,"AE",104,1,"Maison",120,5,"S",NA,573
"3790","28/02/2020","Vente",36800000,6,NA,"RUE","5690","PIERRE DUCLOT",38000,"GRENOBLE",NA,"BT",47,2,"Appartement",33,1,NA,NA,NA
"3791","28/02/2020","Vente",36800000,6,NA,"RUE","5690","PIERRE DUCLOT",38000,"GRENOBLE",NA,"BT",47,2,"Appartement",19,1,NA,NA,NA
"3792","28/02/2020","Vente",36800000,6,NA,"RUE","5690","PIERRE DUCLOT",38000,"GRENOBLE",NA,"BT",47,2,"Appartement",26,1,NA,NA,NA
"3793","28/02/2020","Vente",36800000,6,NA,"RUE","5690","PIERRE DUCLOT",38000,"GRENOBLE",NA,"BT",47,2,"Appartement",36,1,NA,NA,NA
"3794","13/03/2020","Vente",21880000,5,NA,"BD","0140","AGUTTE SEMBAT",38000,"GRENOBLE",NA,"BR",98,2,"Appartement",66,3,NA,NA,NA
"3795","09/03/2020","Vente",10652503,190,NA,"RUE","0242","DU GRESIVAUDAN",38420,"LE VERSOUD",NA,"AI",371,2,"Appartement",67,3,NA,NA,NA
"3796","12/03/2020","Vente",20345000,18,NA,"IMP","1500","DU TAILLEFER",38220,"SAINT-PIERRE-DE-MESAGE",NA,"AD",557,1,"Maison",72,3,"S",NA,181
"3797","06/03/2020","Vente",11099000,48,NA,"RUE","0270","JEAN JAURES",38220,"VIZILLE",NA,"AN",895,2,"Appartement",88,4,NA,NA,NA
"3798","05/03/2020","Vente",1.3e+07,156,NA,"PL","0040","DE LA GARE",38560,"JARRIE",NA,"BE",33,2,"Appartement",90,4,NA,NA,NA
"3799","02/03/2020","Vente",16950000,61,NA,"RUE","0210","DU GENERAL DE GAULLE",38220,"VIZILLE",NA,"AN",678,2,"Appartement",110,4,NA,NA,NA
"3800","12/03/2020","Vente",11400000,100,NA,"RUE","0387","PIERRE ET MAR CURIE",38220,"VIZILLE",NA,"AN",635,2,"Appartement",59,3,NA,NA,NA
"3801","17/03/2020","Vente",15300000,15,"B","RUE","5770","PONSARD",38100,"GRENOBLE",NA,"DR",113,2,"Appartement",67,4,NA,NA,NA
"3802","11/03/2020","Vente",5e+06,5,NA,"RUE","0395","DU GRAND PONT",38580,"ALLEVARD",NA,"AH",345,2,"Appartement",32,2,NA,NA,NA
"3803","11/03/2020","Vente",5e+06,5,NA,"RUE","0395","DU GRAND PONT",38580,"ALLEVARD",NA,"AH",345,2,"Appartement",32,2,NA,NA,NA
"3804","30/03/2020","Vente",14500000,17,NA,"RUE","5500","PAUL JANET",38000,"GRENOBLE",NA,"DH",148,2,"Appartement",59,3,NA,NA,NA
"3805","11/03/2020","Vente",8138000,865,NA,"RTE","0560","DE LA CROISETTE",38410,"CHAMROUSSE",NA,"BB",3,2,"Appartement",45,2,NA,NA,NA
"3806","06/04/2020","Vente",18525000,128,NA,"AV","0110","GENERAL LECLERC",38950,"SAINT-MARTIN-LE-VINOUX",NA,"AY",474,2,"Appartement",68,3,NA,NA,NA
"3807","10/03/2020","Vente",31994500,83,NA,"IMP","0001","ABBE CALES",38530,"PONTCHARRA",NA,"AR",82,1,"Maison",98,5,"S",NA,840
"3808","09/03/2020","Vente",8e+06,19,NA,"RUE","0280","ALFRED DE VIGNY",38100,"GRENOBLE",NA,"ER",356,2,"Appartement",30,1,NA,NA,NA
"3809","03/04/2020","Vente",2.2e+07,70,NA,"CHE","0200","D ETAPE",38420,"LE VERSOUD",NA,"AH",143,2,"Appartement",60,3,NA,NA,NA
"3810","19/03/2020","Vente",4997000,623,NA,"RTE","0560","DE LA CROISETTE",38410,"CHAMROUSSE",NA,"BB",19,2,"Appartement",35,1,NA,NA,NA
"3811","13/03/2020","Vente",100,8,NA,"RUE","0080","BERNARD NIEPCE",38580,"ALLEVARD",NA,"AH",862,4,"Local industriel. commercial ou assimil<e9>",615,0,"S",NA,684
"3812","13/03/2020","Vente",100,8,NA,"RUE","0080","BERNARD NIEPCE",38580,"ALLEVARD",NA,"AH",862,4,"Local industriel. commercial ou assimil<e9>",145,0,"S",NA,684
"3813","24/03/2020","Vente",20310000,7,NA,"RUE","0165","DE CORNILLON",38120,"SAINT-EGREVE",NA,"BC",60,2,"Appartement",66,3,NA,NA,NA
"3814","31/03/2020","Vente",2.8e+08,44,NA,"QUAI","2880","DE FRANCE",38000,"GRENOBLE",NA,"AO",23,4,"Local industriel. commercial ou assimil<e9>",1850,0,"S",NA,956
"3815","06/04/2020","Vente",5600000,2,NA,"RUE","0220","PIERRE SEMARD",38950,"SAINT-MARTIN-LE-VINOUX",NA,"AX",90,2,"Appartement",43,2,NA,NA,NA
"3816","27/03/2020","Vente",15900000,815,NA,"AV","0646","D'URIAGE",38410,"VAULNAVEYS-LE-HAUT",NA,"AI",374,1,"Maison",57,3,"S",NA,60
"3817","27/03/2020","Vente",15900000,815,NA,"AV","0646","D'URIAGE",38410,"VAULNAVEYS-LE-HAUT",NA,"AI",924,1,"Maison",80,3,"S",NA,123
"3818","30/03/2020","Vente",18700000,13,NA,"ALL","0005","DES ARCHES",38450,"SAINT-GEORGES-DE-COMMIERS",NA,"A",2223,2,"Appartement",67,3,NA,NA,NA
