"","Date mutation","Nature mutation","Valeur fonciere","No voie","B/T/Q","Type de voie","Code voie","Voie","Code postal","Commune","Prefixe de section","Section","No plan","Code type local","Type local","Surface reelle bati","Nombre pieces principales","Nature culture","Nature culture speciale","Surface terrain"
"1252","18/05/2020","Vente",26775000,1,NA,"BD","4010","JOSEPH VALLIER",38100,"GRENOBLE",NA,"HV",9,2,"Appartement",93,4,NA,NA,NA
"1253","18/05/2020","Vente",1.5e+07,6,NA,"BD","4800","MAL FOCH",38000,"GRENOBLE",NA,"DI",41,2,"Appartement",79,3,NA,NA,NA
"1254","11/05/2020","Vente",8400000,1,NA,"RUE","0345","LEA BLAIN",38130,"ECHIROLLES",NA,"AY",144,2,"Appartement",68,4,NA,NA,NA
"1255","19/05/2020","Vente",12450000,13,NA,"RUE","0940","SAINT EXUPERY",38400,"SAINT-MARTIN-D'HERES",NA,"AV",55,2,"Appartement",73,3,NA,NA,NA
"1256","13/05/2020","Vente",6500000,15,NA,"RUE","0570","ARAGO",38000,"GRENOBLE",NA,"AK",7,2,"Appartement",16,1,NA,NA,NA
"1257","26/05/2020","Vente",26460000,5,NA,"RUE","4620","MALAKOFF",38000,"GRENOBLE",NA,"CW",33,2,"Appartement",82,5,NA,NA,NA
"1258","12/05/2020","Vente",15800000,24,NA,"AV","6035","RHIN ET DANUBE",38100,"GRENOBLE",NA,"HT",1,2,"Appartement",80,4,NA,NA,NA
"1259","13/05/2020","Vente",12470000,7,NA,"ALL","0392","CHARLES LOUPOT",38130,"ECHIROLLES",NA,"AV",248,2,"Appartement",44,2,NA,NA,NA
"1260","30/04/2020","Vente",2.6e+07,12,NA,"RUE","0960","BERTHE DE BOISSIEUX",38000,"GRENOBLE",NA,"CP",50,2,"Appartement",84,3,NA,NA,NA
"1261","11/05/2020","Vente",33900000,4,NA,"ALL","0705","DES SAULES",38240,"MEYLAN",NA,"AM",137,2,"Appartement",99,4,NA,NA,NA
"1262","13/05/2020","Vente",1e+07,5,NA,"RUE","4620","MALAKOFF",38000,"GRENOBLE",NA,"CW",33,2,"Appartement",51,3,NA,NA,NA
"1263","18/05/2020","Vente",15260000,14,NA,"RUE","2204","DOC SCHWEITZER",38100,"GRENOBLE",NA,"HS",168,2,"Appartement",59,3,NA,NA,NA
"1264","13/05/2020","Vente",13500000,70,NA,"RUE","6600","THIERS",38000,"GRENOBLE",NA,"CO",19,2,"Appartement",48,2,NA,NA,NA
"1265","04/05/2020","Vente",7800000,14,NA,"PL","0056","BEAUMARCHAIS",38130,"ECHIROLLES",NA,"AC",10,2,"Appartement",76,4,NA,NA,NA
"1266","07/05/2020","Vente",29300000,25,NA,"CRS","0290","JEAN JAURES",38130,"ECHIROLLES",NA,"AA",27,1,"Maison",115,5,"S",NA,786
"1267","20/05/2020","Vente",23950000,6,NA,"RUE","3110","DU GENERAL JANSSEN",38000,"GRENOBLE",NA,"DK",11,2,"Appartement",93,4,NA,NA,NA
"1268","12/05/2020","Vente",8700000,12,NA,"RUE","0439","NORMANDIE NIEMEN",38130,"ECHIROLLES",NA,"AT",204,2,"Appartement",40,2,NA,NA,NA
"1269","14/05/2020","Vente",8500000,11,NA,"RUE","4904","MARX DORMOY",38000,"GRENOBLE",NA,"IP",198,4,"Local industriel. commercial ou assimil<e9>",50,0,NA,NA,NA
"1270","12/05/2020","Vente",10600000,85,NA,"AV","0092","BENOIT FRACHON",38400,"SAINT-MARTIN-D'HERES",NA,"BI",154,2,"Appartement",41,2,NA,NA,NA
"1271","19/05/2020","Vente",22900000,5,NA,"PL","1880","CONDORCET",38000,"GRENOBLE",NA,"CN",17,2,"Appartement",85,3,NA,NA,NA
"1272","12/05/2020","Vente",1e+07,10,NA,"RUE","0526","DE PROVENCE",38130,"ECHIROLLES",NA,"AI",4,2,"Appartement",94,5,NA,NA,NA
"1273","13/05/2020","Vente",18350000,16,NA,"RUE","2204","DOC SCHWEITZER",38100,"GRENOBLE",NA,"HS",168,2,"Appartement",65,3,NA,NA,NA
"1274","12/05/2020","Vente",16200000,6,NA,"RUE","1200","BROCHERIE",38000,"GRENOBLE",NA,"BD",24,2,"Appartement",42,2,NA,NA,NA
"1275","20/05/2020","Vente",8750000,7,NA,"CHE","5110","DES MONTAGNES RUSSES",38000,"GRENOBLE",NA,"CN",82,2,"Appartement",30,1,NA,NA,NA
"1276","14/05/2020","Vente",11500000,9,NA,"RUE","0580","ARISTIDE BERGES",38000,"GRENOBLE",NA,"BK",82,2,"Appartement",23,1,NA,NA,NA
"1277","14/05/2020","Vente",11500000,9,NA,"RUE","0580","ARISTIDE BERGES",38000,"GRENOBLE",NA,"BK",82,2,"Appartement",17,1,NA,NA,NA
"1278","13/05/2020","Vente",12650000,7,NA,"RUE","0810","PAUL GAUGUIN",38320,"EYBENS",NA,"AL",111,2,"Appartement",30,1,NA,NA,NA
"1279","19/05/2020","Vente",23400000,19,NA,"RUE","6690","TURENNE",38000,"GRENOBLE",NA,"CO",57,2,"Appartement",83,3,NA,NA,NA
"1280","07/05/2020","Vente",1.4e+07,22,NA,"RUE","1180","DE BOURGOGNE",38000,"GRENOBLE",NA,"IV",36,2,"Appartement",53,3,NA,NA,NA
"1281","11/05/2020","Vente",3.5e+07,30,NA,"RUE","4230","LAZARE CARNOT",38000,"GRENOBLE",NA,"DI",137,2,"Appartement",94,3,NA,NA,NA
"1282","20/05/2020","Vente",1.3e+07,38,NA,"AV","3920","JEANNE D ARC",38100,"GRENOBLE",NA,"CZ",197,2,"Appartement",65,4,NA,NA,NA
"1283","07/05/2020","Vente",14661000,12,NA,"RUE","0439","NORMANDIE NIEMEN",38130,"ECHIROLLES",NA,"AT",204,2,"Appartement",81,4,NA,NA,NA
"1284","14/05/2020","Vente",7410000,4,NA,"RUE","2320","DUPLOYE",38100,"GRENOBLE",NA,"DM",9,2,"Appartement",18,1,NA,NA,NA
"1285","13/05/2020","Vente",12900000,12,NA,"RUE","0989","TRISTAN CORBIERE",38400,"SAINT-MARTIN-D'HERES",NA,"AB",16,2,"Appartement",73,4,NA,NA,NA
"1286","19/05/2020","Vente",15100000,6196,NA,NA,"B013","CLOS MARCHAND",38330,"SAINT-ISMIER",NA,"AP",239,2,"Appartement",42,1,NA,NA,NA
"1287","19/05/2020","Vente",15100000,132,NA,"AV","0100","DE LA DENT DE CROLLES",38330,"SAINT-ISMIER",NA,"AP",239,2,"Appartement",67,2,NA,NA,NA
"1288","06/05/2020","Vente",23694500,3,NA,"ALL","0094","DES DAUPHINS",38330,"SAINT-ISMIER",NA,"AV",7,2,"Appartement",88,5,NA,NA,NA
"1289","11/05/2020","Vente",10100000,38,NA,"RUE","6600","THIERS",38000,"GRENOBLE",NA,"CN",7,2,"Appartement",38,1,NA,NA,NA
"1290","11/05/2020","Vente",10300000,2,NA,"RUE","0330","GARIBALDI",38400,"SAINT-MARTIN-D'HERES",NA,"AE",49,2,"Appartement",56,3,NA,NA,NA
"1291","30/04/2020","Vente",25260000,6,NA,"BD","4010","JOSEPH VALLIER",38000,"GRENOBLE",NA,"HW",133,2,"Appartement",115,4,NA,NA,NA
"1292","12/05/2020","Vente",4e+06,27,NA,"RUE","1370","CHAMPS ELYSEES",38100,"GRENOBLE",NA,"HT",143,2,"Appartement",22,1,NA,NA,NA
"1293","15/05/2020","Vente",15440000,23,NA,"BD","1660","CLEMENCEAU",38100,"GRENOBLE",NA,"CZ",282,2,"Appartement",77,3,NA,NA,NA
"1294","25/05/2020","Vente",37500000,3,NA,"AV","0780","DU VERCORS",38240,"MEYLAN",NA,"AR",86,2,"Appartement",104,4,NA,NA,NA
"1295","18/05/2020","Vente",10470000,93,NA,"CRS","4380","LIBERATION - GEN DE GAULLE",38100,"GRENOBLE",NA,"EO",31,2,"Appartement",74,3,NA,NA,NA
"1296","06/05/2020","Vente",1.3e+07,7,NA,"RUE","0620","DES ARTS",38000,"GRENOBLE",NA,"CL",119,2,"Appartement",50,2,NA,NA,NA
"1297","29/05/2020","Vente",8900000,9,NA,"RUE","1230","CAMILLE DESMOULINS",38000,"GRENOBLE",NA,"CO",15,2,"Appartement",39,2,NA,NA,NA
"1298","15/05/2020","Vente",27500000,47,NA,"RUE","0640","DE MALFANGEAT",38400,"SAINT-MARTIN-D'HERES",NA,"AT",485,1,"Maison",87,4,"S",NA,347
"1299","14/05/2020","Vente",6700000,2,NA,"RUE","5730","PIERRE SEMARD",38000,"GRENOBLE",NA,"AI",63,2,"Appartement",21,1,NA,NA,NA
"1300","15/05/2020","Vente",14500000,3,NA,"ALL","0422","MAURICE RAVEL",38130,"ECHIROLLES",NA,"BD",66,2,"Appartement",95,4,NA,NA,NA
"1301","25/05/2020","Vente",5500000,33,NA,"RUE","3520","HENRI DUNANT",38100,"GRENOBLE",NA,"HS",104,2,"Appartement",25,1,NA,NA,NA
"1302","25/05/2020","Vente",16725000,92,NA,"CRS","3820","JEAN JAURES",38000,"GRENOBLE",NA,"HY",53,2,"Appartement",60,2,NA,NA,NA
"1303","27/05/2020","Vente",39660500,11,"B","CHE","0190","CHARLES PAJON",38700,"CORENC",NA,"AK",84,1,"Maison",103,4,"S",NA,296
"1304","22/05/2020","Vente",27300000,7,NA,"ALL","0325","DES ARCELLES",38320,"EYBENS",NA,"AV",17,2,"Appartement",90,4,NA,NA,NA
"1305","15/05/2020","Vente",1.5e+07,40,NA,"RUE","0420","AMPERE",38000,"GRENOBLE",NA,"IW",13,4,"Local industriel. commercial ou assimil<e9>",70,0,NA,NA,NA
"1306","12/05/2020","Vente",5500000,1,NA,"ALL","0073","DE CHAMPAGNE",38130,"ECHIROLLES",NA,"AE",16,2,"Appartement",47,2,NA,NA,NA
"1307","18/05/2020","Vente",1.8e+07,5,NA,"RUE","0212","DU GRESIVAUDAN",38130,"ECHIROLLES",NA,"BD",66,2,"Appartement",113,5,NA,NA,NA
"1308","22/05/2020","Vente",16370000,13,NA,"RUE","6890","DES VIOLETTES",38100,"GRENOBLE",NA,"HT",84,2,"Appartement",75,3,NA,NA,NA
"1309","26/05/2020","Vente",14100000,5,NA,"ALL","0462","DU PARC",38130,"ECHIROLLES",NA,"AI",177,2,"Appartement",64,3,NA,NA,NA
"1310","25/05/2020","Vente",5800000,63,NA,"AV","4075","JULES VALLES",38400,"SAINT-MARTIN-D'HERES",NA,"BL",372,4,"Local industriel. commercial ou assimil<e9>",54,0,NA,NA,NA
"1311","25/05/2020","Vente",5800000,63,NA,"AV","4075","JULES VALLES",38400,"SAINT-MARTIN-D'HERES",NA,"BL",372,2,"Appartement",24,1,NA,NA,NA
"1312","18/05/2020","Vente",16990000,18,NA,"RUE","4701","LOUISE LABE",38400,"SAINT-MARTIN-D'HERES",NA,"BO",337,2,"Appartement",71,3,NA,NA,NA
"1313","22/04/2020","Vente",6500000,38,NA,"RUE","3960","JOSEPH BOUCHAYER",38100,"GRENOBLE",NA,"HV",101,2,"Appartement",48,1,NA,NA,NA
"1314","15/05/2020","Vente",2e+07,7,NA,"RUE","5730","PIERRE SEMARD",38000,"GRENOBLE",NA,"IL",43,2,"Appartement",83,4,NA,NA,NA
"1315","15/05/2020","Vente",2e+07,88,NA,"CRS","0950","BERRIAT",38000,"GRENOBLE",NA,"IL",50,2,"Appartement",84,3,NA,NA,NA
"1316","15/05/2020","Vente",38255000,464,NA,"RTE","0360","DES RIEUX",38330,"BIVIERS",NA,"AB",123,1,"Maison",91,4,"S",NA,800
"1317","25/05/2020","Vente",9850000,2,NA,"AV","0074","COLONEL MANHES",38130,"ECHIROLLES",NA,"AY",142,2,"Appartement",73,3,NA,NA,NA
"1318","26/05/2020","Vente",16230000,4,NA,"RUE","4000","JOSEPHINE BAKER",38400,"SAINT-MARTIN-D'HERES",NA,"BH",316,2,"Appartement",62,3,NA,NA,NA
"1319","18/05/2020","Vente",10800000,86,NA,"CRS","0290","JEAN JAURES",38130,"ECHIROLLES",NA,"AY",144,2,"Appartement",70,4,NA,NA,NA
"1320","20/05/2020","Vente",18100000,6,NA,"RUE","0705","MARTIN LUTHER KING",38400,"SAINT-MARTIN-D'HERES",NA,"BH",297,2,"Appartement",70,3,NA,NA,NA
"1321","15/05/2020","Vente",18700000,48,NA,"CRS","3820","JEAN JAURES",38000,"GRENOBLE",NA,"CL",54,4,"Local industriel. commercial ou assimil<e9>",79,0,NA,NA,NA
"1322","20/05/2020","Vente",17740000,985,NA,"AV","3942","DES JEUX OLYMPIQUES",38100,"GRENOBLE",NA,"EH",75,2,"Appartement",69,3,NA,NA,NA
"1323","15/05/2020","Vente",12200000,25,NA,"RUE","3620","HONORE DE BALZAC",38100,"GRENOBLE",NA,"EM",154,2,"Appartement",72,3,NA,NA,NA
"1324","12/05/2020","Vente",1.1e+07,68,NA,"RUE","0430","ANATOLE FRANCE",38100,"GRENOBLE",NA,"HS",164,2,"Appartement",47,2,NA,NA,NA
"1325","18/05/2020","Vente",1.7e+07,7,NA,"ALL","0855","DU RACHAIS",38320,"EYBENS",NA,"AC",54,2,"Appartement",85,4,NA,NA,NA
"1326","20/05/2020","Vente",10100000,1,NA,"RUE","3160","GENISSIEU",38000,"GRENOBLE",NA,"CI",125,2,"Appartement",30,1,NA,NA,NA
"1327","18/05/2020","Vente",24460000,7,NA,"RUE","6330","DE LA SCIERIE",38000,"GRENOBLE",NA,"AH",60,2,"Appartement",82,4,NA,NA,NA
"1328","04/05/2020","Vente",31758000,8,NA,"RUE","0020","DES AIGUINARDS",38240,"MEYLAN",NA,"AM",250,2,"Appartement",92,4,NA,NA,NA
"1329","16/05/2020","Vente",27600000,61,NA,"RUE","0600","DE STALINGRAD",38130,"ECHIROLLES",NA,"AP",295,1,"Maison",115,6,"S",NA,176
"1330","18/05/2020","Vente",3770000,13,NA,"AV","0273","DU 8 MAI 1945",38130,"ECHIROLLES",NA,"AV",194,2,"Appartement",15,1,NA,NA,NA
"1331","14/05/2020","Vente",9200000,26,NA,"RUE","2150","DU DOCTEUR CALMETTE",38000,"GRENOBLE",NA,"IV",117,2,"Appartement",43,2,NA,NA,NA
"1332","29/05/2020","Vente",12500000,2,NA,"RUE","1620","CLAUDE DEBUSSY",38100,"GRENOBLE",NA,"DL",7,2,"Appartement",52,3,NA,NA,NA
"1333","20/05/2020","Vente",12700000,321,NA,"CHEM","0009","DU CHATELARD",38320,"HERBEYS",NA,"AB",61,1,"Maison",35,2,"S",NA,1388
"1334","29/05/2020","Vente",3.8e+07,51,NA,"RUE","6600","THIERS",38000,"GRENOBLE",NA,"CN",60,2,"Appartement",105,4,NA,NA,NA
"1335","14/05/2020","Vente",6450000,15,NA,"RUE","0800","BAYARD",38000,"GRENOBLE",NA,"BV",11,2,"Appartement",21,1,NA,NA,NA
"1336","13/05/2020","Vente",23660000,8,NA,"PL","3855","JEAN MOULIN",38000,"GRENOBLE",NA,"BY",25,2,"Appartement",84,4,NA,NA,NA
"1337","18/05/2020","Vente",7450000,32,NA,"BD","4010","JOSEPH VALLIER",38000,"GRENOBLE",NA,"IV",94,2,"Appartement",58,3,NA,NA,NA
"1338","27/05/2020","Vente",4.8e+07,13,NA,"ALL","0367","DES FRENES",38240,"MEYLAN",NA,"AV",157,2,"Appartement",127,5,NA,NA,NA
"1339","26/05/2020","Vente",7700000,7,NA,"RUE","2470","ELIE VERNET",38000,"GRENOBLE",NA,"AH",26,2,"Appartement",46,3,NA,NA,NA
"1340","26/05/2020","Vente",4200000,24,NA,"RUE","0439","NORMANDIE NIEMEN",38130,"ECHIROLLES",NA,"AV",262,2,"Appartement",20,1,NA,NA,NA
"1341","02/06/2020","Vente",7550000,53,NA,"RUE","3090","GAL FERRIE",38100,"GRENOBLE",NA,"DM",159,2,"Appartement",45,2,NA,NA,NA
"1342","19/05/2020","Vente",15935000,30,NA,"RUE","2159","DOCTEUR GREFFIER",38000,"GRENOBLE",NA,"IW",45,2,"Appartement",67,3,NA,NA,NA
"1343","20/05/2020","Vente",12620000,12,NA,"RUE","4340","LEON JOUHAUX",38100,"GRENOBLE",NA,"DE",107,2,"Appartement",60,3,NA,NA,NA
"1344","15/05/2020","Vente",9300000,75,NA,"AV","4075","JULES VALLES",38400,"SAINT-MARTIN-D'HERES",NA,"BL",650,2,"Appartement",34,2,NA,NA,NA
"1345","29/05/2020","Vente",37800000,29,NA,"QUAI","1607","CLAUDE BERNARD",38000,"GRENOBLE",NA,"AK",46,2,"Appartement",118,5,NA,NA,NA
"1346","29/05/2020","Vente",22965000,2,NA,"RUE","1310","CASIMIR BRENIER",38000,"GRENOBLE",NA,"AK",78,2,"Appartement",65,2,NA,NA,NA
"1347","13/05/2020","Vente",29324500,7,NA,"PL","3643","HUBERT DUBEDOUT",38000,"GRENOBLE",NA,"AK",79,2,"Appartement",95,3,NA,NA,NA
"1348","04/02/2020","Vente",24600000,1080,NA,"CHE","0060","DE LA CROIX VERTE",38330,"MONTBONNOT-SAINT-MARTIN",NA,"AP",298,4,"Local industriel. commercial ou assimil<e9>",176,0,NA,NA,NA
"1349","04/02/2020","Vente",24600000,1080,NA,"CHE","0060","DE LA CROIX VERTE",38330,"MONTBONNOT-SAINT-MARTIN",NA,"AP",298,4,"Local industriel. commercial ou assimil<e9>",365,0,NA,NA,NA
"1350","14/05/2020","Vente",14760000,22,NA,"AV","4290","LEON BLUM",38100,"GRENOBLE",NA,"HN",66,2,"Appartement",104,5,NA,NA,NA
"1351","07/05/2020","Vente",1.1e+07,11,NA,"RUE","0366","GERARD DE NERVAL",38400,"SAINT-MARTIN-D'HERES",NA,"BO",131,2,"Appartement",70,4,NA,NA,NA
"1352","02/06/2020","Vente",11500000,8,NA,"CHEM","5750","PINAL",38000,"GRENOBLE",NA,"BK",24,2,"Appartement",38,2,NA,NA,NA
"1353","04/05/2020","Vente",25052000,7,NA,"RUE","0370","DE LA LIBERTE",38130,"ECHIROLLES",NA,"AS",134,2,"Appartement",92,5,NA,NA,NA
"1354","28/05/2020","Vente",10500000,14,NA,"AV","6035","RHIN ET DANUBE",38100,"GRENOBLE",NA,"HT",1,2,"Appartement",80,4,NA,NA,NA
"1355","25/05/2020","Vente",24580000,21,NA,"AV","0380","ALSACE LORRAINE",38000,"GRENOBLE",NA,"BN",46,2,"Appartement",83,3,NA,NA,NA
"1356","28/05/2020","Vente",19050000,161,NA,"CRS","4380","LIBERATION - GEN DE GAULLE",38100,"GRENOBLE",NA,"HM",11,2,"Appartement",91,5,NA,NA,NA
"1357","28/05/2020","Vente",8800000,7,NA,"PL","0430","DE LA REPUBLIQUE",38610,"GIERES",NA,"AN",182,2,"Appartement",30,0,NA,NA,NA
"1358","20/05/2020","Vente",18300000,15,NA,"CHEM","0334","DE LA DHUY",38240,"MEYLAN",NA,"AV",97,4,"Local industriel. commercial ou assimil<e9>",111,0,NA,NA,NA
"1359","20/05/2020","Vente",18300000,5681,NA,"CHEM","0334","DE LA DHUY",38240,"MEYLAN",NA,"AV",101,4,"Local industriel. commercial ou assimil<e9>",10,0,NA,NA,NA
"1360","20/05/2020","Vente",18300000,5681,NA,"CHEM","0334","DE LA DHUY",38240,"MEYLAN",NA,"AV",101,4,"Local industriel. commercial ou assimil<e9>",10,0,NA,NA,NA
"1361","01/06/2020","Vente",15500000,44,NA,"RUE","3430","GUYNEMER",38100,"GRENOBLE",NA,"HT",201,4,"Local industriel. commercial ou assimil<e9>",65,0,NA,NA,NA
"1362","01/06/2020","Vente",15500000,44,NA,"RUE","3430","GUYNEMER",38100,"GRENOBLE",NA,"HT",201,4,"Local industriel. commercial ou assimil<e9>",70,0,NA,NA,NA
"1363","02/06/2020","Vente",18500000,39,NA,"AV","4840","MAL RANDON",38000,"GRENOBLE",NA,"AZ",44,2,"Appartement",74,3,NA,NA,NA
"1364","26/05/2020","Vente",13500000,56,NA,"AV","0890","POTIE",38400,"SAINT-MARTIN-D'HERES",NA,"BE",312,2,"Appartement",67,3,NA,NA,NA
"1365","18/05/2020","Vente",18600000,1,NA,"RUE","0220","D ALEMBERT",38000,"GRENOBLE",NA,"IL",135,2,"Appartement",76,3,NA,NA,NA
"1366","28/05/2020","Vente",8600000,7,NA,"RUE","1890","CONDORCET",38000,"GRENOBLE",NA,"CN",22,2,"Appartement",40,1,NA,NA,NA
"1367","22/05/2020","Vente",10050000,13,NA,"AV","0162","PIERRE MENDES FRANCE",38320,"POISAT",NA,"AB",159,2,"Appartement",31,2,NA,NA,NA
"1368","14/05/2020","Vente",10500000,26,NA,"RUE","4240","LE BRIX",38100,"GRENOBLE",NA,"DM",50,2,"Appartement",56,2,NA,NA,NA
"1369","19/05/2020","Vente",11400000,12,NA,"RUE","3850","JEAN MACE",38000,"GRENOBLE",NA,"AK",41,2,"Appartement",37,2,NA,NA,NA
"1370","26/05/2020","Vente",9400000,35,NA,"RUE","1635","CLAUDE KOGAN",38100,"GRENOBLE",NA,"EX",18,2,"Appartement",94,4,NA,NA,NA
"1371","28/05/2020","Vente",17040000,6,NA,"RUE","4620","MALAKOFF",38000,"GRENOBLE",NA,"BY",28,2,"Appartement",58,3,NA,NA,NA
"1372","19/05/2020","Vente",16478000,17,NA,"RUE","1400","CHARCOT",38100,"GRENOBLE",NA,"EM",54,1,"Maison",90,4,"S",NA,300
"1373","19/05/2020","Vente",13200000,14,NA,"RUE","2220","DOLOMIEU",38000,"GRENOBLE",NA,"CW",36,2,"Appartement",48,2,NA,NA,NA
"1374","18/05/2020","Vente",16051000,3,NA,"RUE","0984","DU TAILLEFER",38400,"SAINT-MARTIN-D'HERES",NA,"BH",52,2,"Appartement",76,3,"S",NA,48
"1375","15/05/2020","Vente",3.8e+07,30,NA,"CRS","0950","BERRIAT",38000,"GRENOBLE",NA,"BN",75,2,"Appartement",75,2,NA,NA,NA
"1376","20/05/2020","Vente",20500000,1,NA,"RUE","1360","CHAMPOLLION",38000,"GRENOBLE",NA,"CW",15,2,"Appartement",99,4,NA,NA,NA
"1377","15/05/2020","Vente",61980000,3,NA,"RUE","4843","MARGUERITE GONNET",38000,"GRENOBLE",NA,"DI",135,2,"Appartement",124,5,NA,NA,NA
"1378","25/05/2020","Vente",9550000,9,NA,"ALL","0658","DE LA RESIDENCE ST MURY",38240,"MEYLAN",NA,"AH",19,2,"Appartement",26,1,NA,NA,NA
"1379","18/05/2020","Vente",14510000,160,NA,"RUE","4340","LEON JOUHAUX",38100,"GRENOBLE",NA,"DZ",89,2,"Appartement",74,4,NA,NA,NA
"1380","05/06/2020","Vente",10640000,9,NA,"RUE","6510","SULLY",38000,"GRENOBLE",NA,"IR",92,2,"Appartement",24,1,NA,NA,NA
"1381","22/05/2020","Vente",24500000,38,NA,"RUE","2150","DU DOCTEUR CALMETTE",38000,"GRENOBLE",NA,"IV",148,2,"Appartement",119,5,NA,NA,NA
"1382","15/05/2020","Vente",1.2e+07,24,NA,"RUE","0174","CLARA ZETKIN",38400,"SAINT-MARTIN-D'HERES",NA,"AS",347,2,"Appartement",49,2,NA,NA,NA
"1383","26/05/2020","Vente",12180000,8,NA,"RUE","2350","DES EAUX CLAIRES",38100,"GRENOBLE",NA,"HT",53,2,"Appartement",50,1,NA,NA,NA
"1384","26/05/2020","Vente",16270000,2,"Q","RUE","0307","JEAN PIERRE TIMBAUD",38130,"ECHIROLLES",NA,"AO",244,2,"Appartement",63,3,NA,NA,NA
"1385","19/05/2020","Vente",9e+06,36,NA,"BD","4800","MAL FOCH",38000,"GRENOBLE",NA,"DI",64,4,"Local industriel. commercial ou assimil<e9>",45,0,NA,NA,NA
"1386","14/05/2020","Vente",1.5e+07,6,NA,"RUE","1710","COLBERT",38000,"GRENOBLE",NA,"CL",80,2,"Appartement",75,3,NA,NA,NA
"1387","20/05/2020","Vente",20700000,59,NA,"RUE","0020","DES AIGUINARDS",38240,"MEYLAN",NA,"AM",115,2,"Appartement",83,5,NA,NA,NA
"1388","28/05/2020","Vente",19700000,41,NA,"RUE","6600","THIERS",38000,"GRENOBLE",NA,"CI",178,2,"Appartement",69,3,NA,NA,NA
"1389","12/05/2020","Vente",19100000,38,NA,"RUE","0103","DE LA BISCUITERIE",38400,"SAINT-MARTIN-D'HERES",NA,"BN",562,2,"Appartement",67,3,NA,NA,NA
"1390","26/05/2020","Vente",1.4e+07,17,NA,"BD","4800","MAL FOCH",38100,"GRENOBLE",NA,"DN",1,2,"Appartement",60,3,NA,NA,NA
"1391","13/03/2020","Vente",10300000,42,NA,"RUE","3090","GAL FERRIE",38100,"GRENOBLE",NA,"DM",65,2,"Appartement",67,4,NA,NA,NA
"1392","27/03/2020","Vente",18010000,6,NA,"RUE","1450","CHARLES LORY",38000,"GRENOBLE",NA,"HW",98,2,"Appartement",68,3,NA,NA,NA
"1393","18/05/2020","Vente",21900000,42,"C","RUE","0611","DES JAVAUX",38320,"EYBENS",NA,"AL",204,2,"Appartement",94,4,NA,NA,NA
"1394","29/05/2020","Vente",36700000,36,NA,"CHE","0180","DE LA FONTAINE",38330,"SAINT-NAZAIRE-LES-EYMES",NA,"AM",89,2,"Appartement",97,4,NA,NA,NA
"1395","26/05/2020","Vente",17500000,9,NA,"AV","0385","DE BRESSON",38320,"EYBENS",NA,"AT",77,2,"Appartement",70,3,NA,NA,NA
"1396","25/05/2020","Vente",10600000,16,NA,"BD","3100","GAL GALLIENI",38100,"GRENOBLE",NA,"CX",122,4,"Local industriel. commercial ou assimil<e9>",68,0,NA,NA,NA
"1397","29/05/2020","Vente",26055000,17,NA,"AV","0780","DU VERCORS",38240,"MEYLAN",NA,"AR",1,2,"Appartement",76,4,NA,NA,NA
"1398","27/05/2020","Vente",2.9e+07,15,NA,"RUE","1020","BIZANET",38000,"GRENOBLE",NA,"AY",29,2,"Appartement",57,3,"S",NA,147
"1399","27/05/2020","Vente",2.9e+07,15,NA,"RUE","1020","BIZANET",38000,"GRENOBLE",NA,"AY",29,2,"Appartement",50,3,"S",NA,147
"1400","19/05/2020","Vente",11500000,72,NA,"CRS","4380","LIBERATION - GEN DE GAULLE",38100,"GRENOBLE",NA,"HR",80,2,"Appartement",61,3,NA,NA,NA
"1401","26/05/2020","Vente",10500000,10,NA,"RUE","4480","DE LONDRES",38000,"GRENOBLE",NA,"HY",3,2,"Appartement",33,1,NA,NA,NA
"1402","03/06/2020","Vente",20300000,13,NA,"RUE","0925","DU TAILLEFER",38320,"EYBENS",NA,"AK",127,2,"Appartement",73,3,NA,NA,NA
"1403","28/05/2020","Vente",14150000,12,NA,"SQ","2960","DES FUSILLES",38000,"GRENOBLE",NA,"IN",4,2,"Appartement",71,4,NA,NA,NA
"1404","29/05/2020","Vente",1.7e+07,3,NA,"CHE","4879","DES MARRONNIERS",38100,"GRENOBLE",NA,"HV",45,2,"Appartement",94,4,NA,NA,NA
"1405","01/06/2020","Vente",9300000,7,NA,"IMP","0406","DE CHAMP FILA",38320,"EYBENS",NA,"AR",16,2,"Appartement",55,3,NA,NA,NA
"1406","28/05/2020","Vente",11500000,71,NA,"RUE","0020","DES AIGUINARDS",38240,"MEYLAN",NA,"AM",246,2,"Appartement",48,3,NA,NA,NA
"1407","19/05/2020","Vente",1.9e+07,107,NA,"AV","3880","JEAN PERROT",38100,"GRENOBLE",NA,"EH",78,2,"Appartement",85,4,NA,NA,NA
"1408","14/05/2020","Vente",26360000,30,NA,"ALL","0347","DE PRE MAYEN",38330,"MONTBONNOT-SAINT-MARTIN",NA,"AO",339,2,"Appartement",60,3,NA,NA,NA
"1409","15/05/2020","Vente",6600000,7,"B","AV","6740","DE VALMY",38100,"GRENOBLE",NA,"CX",75,2,"Appartement",19,1,NA,NA,NA
"1410","26/05/2020","Vente",14500000,41,NA,"RUE","3160","GENISSIEU",38000,"GRENOBLE",NA,"CK",33,2,"Appartement",51,2,NA,NA,NA
